131.0000000000	0.0026784690
132.0000000000	0.0027520342
133.0000000000	0.0028356265
134.0000000000	0.0029094432
135.0000000000	0.0029526365
136.0000000000	0.0029431473
137.0000000000	0.0028716616
138.0000000000	0.0027514659
139.0000000000	0.0026008651
140.0000000000	0.0024210518
141.0000000000	0.0022037789
142.0000000000	0.0019616966
143.0000000000	0.0017318081
144.0000000000	0.0015437528
145.0000000000	0.0014069736
146.0000000000	0.0013148742
147.0000000000	0.0012326689
148.0000000000	0.0011096907
149.0000000000	0.0009241674
150.0000000000	0.0006947007
151.0000000000	0.0004530915
152.0000000000	0.0002206371
153.0000000000	0.0000046096
154.0000000000	-0.0001859581
155.0000000000	-0.0003294714
156.0000000000	-0.0004052295
157.0000000000	-0.0004134580
158.0000000000	-0.0003792761
159.0000000000	-0.0003422612
160.0000000000	-0.0003414460
161.0000000000	-0.0004014361
162.0000000000	-0.0005280543
163.0000000000	-0.0007101592
164.0000000000	-0.0009180447
165.0000000000	-0.0011034591
166.0000000000	-0.0012136421
167.0000000000	-0.0012211145
168.0000000000	-0.0011479236
169.0000000000	-0.0010526564
170.0000000000	-0.0009865684
171.0000000000	-0.0009693200
172.0000000000	-0.0009950638
173.0000000000	-0.0010382834
174.0000000000	-0.0010716701
175.0000000000	-0.0011010345
176.0000000000	-0.0011579285
177.0000000000	-0.0012450060
178.0000000000	-0.0013197171
179.0000000000	-0.0013421339
180.0000000000	-0.0013151764
181.0000000000	-0.0012692909
182.0000000000	-0.0012249867
183.0000000000	-0.0011841813
184.0000000000	-0.0011450309
185.0000000000	-0.0011081125
186.0000000000	-0.0010762512
187.0000000000	-0.0010566182
188.0000000000	-0.0010502143
189.0000000000	-0.0010405931
190.0000000000	-0.0010121030
191.0000000000	-0.0009668811
192.0000000000	-0.0009085418
193.0000000000	-0.0008344567
194.0000000000	-0.0007550650
195.0000000000	-0.0006950528
196.0000000000	-0.0006649818
197.0000000000	-0.0006491000
198.0000000000	-0.0006302838
199.0000000000	-0.0006104409
200.0000000000	-0.0005960235
201.0000000000	-0.0005785653
202.0000000000	-0.0005381110
203.0000000000	-0.0004574973
204.0000000000	-0.0003325644
205.0000000000	-0.0001753443
206.0000000000	-0.0000135789
207.0000000000	0.0001136704
208.0000000000	0.0001763718
209.0000000000	0.0001751294
210.0000000000	0.0001386944
211.0000000000	0.0001079707
212.0000000000	0.0001143142
213.0000000000	0.0001658663
214.0000000000	0.0002603464
215.0000000000	0.0003918600
216.0000000000	0.0005431989
217.0000000000	0.0006949781
218.0000000000	0.0008358805
219.0000000000	0.0009602874
220.0000000000	0.0010691519
221.0000000000	0.0011686332
222.0000000000	0.0012528773
223.0000000000	0.0012900498
224.0000000000	0.0012420462
225.0000000000	0.0010980040
226.0000000000	0.0008880433
227.0000000000	0.0006779307
228.0000000000	0.0005422125
229.0000000000	0.0005252759
230.0000000000	0.0006213157
231.0000000000	0.0007793606
232.0000000000	0.0009246559
233.0000000000	0.0009942389
234.0000000000	0.0009664730
235.0000000000	0.0008584231
236.0000000000	0.0007078725
237.0000000000	0.0005667401
238.0000000000	0.0004887337
239.0000000000	0.0005025588
240.0000000000	0.0005980776
241.0000000000	0.0007345795
242.0000000000	0.0008638359
243.0000000000	0.0009573175
244.0000000000	0.0010150728
245.0000000000	0.0010533014
246.0000000000	0.0010797817
247.0000000000	0.0010681467
248.0000000000	0.0009713043
249.0000000000	0.0007785903
250.0000000000	0.0005424592
251.0000000000	0.0003350730
252.0000000000	0.0001939731
253.0000000000	0.0001148967
254.0000000000	0.0000744119
255.0000000000	0.0000451108
256.0000000000	0.0000003611
257.0000000000	-0.0000797071
258.0000000000	-0.0001997154
259.0000000000	-0.0003397767
260.0000000000	-0.0004557199
261.0000000000	-0.0005057960
262.0000000000	-0.0004892759
263.0000000000	-0.0004543815
264.0000000000	-0.0004589484
265.0000000000	-0.0005241892
266.0000000000	-0.0006264434
267.0000000000	-0.0007213731
268.0000000000	-0.0007773073
269.0000000000	-0.0007953370
270.0000000000	-0.0008001972
271.0000000000	-0.0008173115
272.0000000000	-0.0008568839
273.0000000000	-0.0009093450
274.0000000000	-0.0009487213
275.0000000000	-0.0009496207
276.0000000000	-0.0009130045
277.0000000000	-0.0008668693
278.0000000000	-0.0008425127
279.0000000000	-0.0008544622
280.0000000000	-0.0008928713
281.0000000000	-0.0009359412
282.0000000000	-0.0009668455
283.0000000000	-0.0009768566
284.0000000000	-0.0009672275
285.0000000000	-0.0009449878
286.0000000000	-0.0009106729
287.0000000000	-0.0008610237
288.0000000000	-0.0007965262
289.0000000000	-0.0007166256
290.0000000000	-0.0006216850
291.0000000000	-0.0005222907
292.0000000000	-0.0004324958
293.0000000000	-0.0003542076
294.0000000000	-0.0002822952
295.0000000000	-0.0002233614
296.0000000000	-0.0001894256
297.0000000000	-0.0001739065
298.0000000000	-0.0001515077
299.0000000000	-0.0001020627
300.0000000000	-0.0000269744
