0.0000000000	-0.0002592449
1.0000000000	-0.0002592449
2.0000000000	-0.0002592449
3.0000000000	-0.0002592449
4.0000000000	-0.0002592449
5.0000000000	-0.0002592449
6.0000000000	-0.0002592449
7.0000000000	-0.0002592449
8.0000000000	-0.0002592449
9.0000000000	-0.0002592449
10.0000000000	-0.0002592449
11.0000000000	-0.0004115706
12.0000000000	-0.0011413365
13.0000000000	-0.0015405607
14.0000000000	-0.0018514537
15.0000000000	-0.0020014386
16.0000000000	-0.0019648934
17.0000000000	-0.0017563744
18.0000000000	-0.0014261228
19.0000000000	-0.0010531506
20.0000000000	-0.0007190973
21.0000000000	-0.0004785379
22.0000000000	-0.0003430967
23.0000000000	-0.0002803344
24.0000000000	-0.0002310279
25.0000000000	-0.0001459130
26.0000000000	-0.0000119981
27.0000000000	0.0001635423
28.0000000000	0.0003764228
29.0000000000	0.0006112458
30.0000000000	0.0008295946
31.0000000000	0.0009894252
32.0000000000	0.0010528896
33.0000000000	0.0009799017
34.0000000000	0.0007509320
35.0000000000	0.0004028542
36.0000000000	0.0000229125
37.0000000000	-0.0003039127
38.0000000000	-0.0005489974
39.0000000000	-0.0007519209
40.0000000000	-0.0009788992
41.0000000000	-0.0012654908
42.0000000000	-0.0015956768
43.0000000000	-0.0019255713
44.0000000000	-0.0022195975
45.0000000000	-0.0024679950
46.0000000000	-0.0026845325
47.0000000000	-0.0028956966
48.0000000000	-0.0031237721
49.0000000000	-0.0033784566
50.0000000000	-0.0036683727
51.0000000000	-0.0040053683
52.0000000000	-0.0043895773
53.0000000000	-0.0048037785
54.0000000000	-0.0052218486
55.0000000000	-0.0056174325
56.0000000000	-0.0059775594
57.0000000000	-0.0063177483
58.0000000000	-0.0066727532
59.0000000000	-0.0070592792
60.0000000000	-0.0074505398
61.0000000000	-0.0077973372
62.0000000000	-0.0080759360
63.0000000000	-0.0083033058
64.0000000000	-0.0085055261
65.0000000000	-0.0086924077
66.0000000000	-0.0088553992
67.0000000000	-0.0089688239
68.0000000000	-0.0090080847
69.0000000000	-0.0089793052
70.0000000000	-0.0089173764
71.0000000000	-0.0088507766
72.0000000000	-0.0087788264
73.0000000000	-0.0086859328
74.0000000000	-0.0085668343
75.0000000000	-0.0084266641
76.0000000000	-0.0082596001
77.0000000000	-0.0080483236
78.0000000000	-0.0077894265
79.0000000000	-0.0075028200
80.0000000000	-0.0072191945
81.0000000000	-0.0069686371
82.0000000000	-0.0067705732
83.0000000000	-0.0066242906
84.0000000000	-0.0065071914
85.0000000000	-0.0063829637
86.0000000000	-0.0062218873
87.0000000000	-0.0060161714
88.0000000000	-0.0057709228
89.0000000000	-0.0054918255
90.0000000000	-0.0051888565
91.0000000000	-0.0048829543
92.0000000000	-0.0046046007
93.0000000000	-0.0043770289
94.0000000000	-0.0041955055
95.0000000000	-0.0040356629
96.0000000000	-0.0038761820
97.0000000000	-0.0037020366
98.0000000000	-0.0035029845
99.0000000000	-0.0032782518
100.0000000000	-0.0030369539
101.0000000000	-0.0027966354
102.0000000000	-0.0025752627
103.0000000000	-0.0023817603
104.0000000000	-0.0022227272
105.0000000000	-0.0021019865
106.0000000000	-0.0019984573
107.0000000000	-0.0018607170
108.0000000000	-0.0016383075
109.0000000000	-0.0013181870
110.0000000000	-0.0009296008
111.0000000000	-0.0005239106
112.0000000000	-0.0001528703
113.0000000000	0.0001526515
114.0000000000	0.0003898705
115.0000000000	0.0005694545
116.0000000000	0.0007041266
117.0000000000	0.0008105014
118.0000000000	0.0009115605
119.0000000000	0.0010340139
120.0000000000	0.0011978813
121.0000000000	0.0014064811
122.0000000000	0.0016483413
123.0000000000	0.0018994591
124.0000000000	0.0021227497
125.0000000000	0.0022870641
126.0000000000	0.0023927730
127.0000000000	0.0024660674
128.0000000000	0.0025282651
129.0000000000	0.0025808897
130.0000000000	0.0026253193
